type_of_product,generic_product_type,sub_industry,industry,price_per_unit_sar,total_quantity,unit_of_measurement_mlgunits,channel
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,71.0,30.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,49.99,100.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,39.05,269.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,9.95,300.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,36.77,269.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,9.95,300.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,15.5,125.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,14.41,600.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,39.99,269.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,27.0,125.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,35.5,269.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,21.9,50.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,21.9,50.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,19.9,50.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,21.9,50.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,32.9,50.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,39.0,85.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,40.0,50.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,99.0,500.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,99.0,500.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,26.05,110.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,122.56,473.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,94.91,120.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,161.96,370.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,87.59,59.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,113.11,60.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,69.95,900.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,109.46,30.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,109.67,59.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,47.0,300.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,158.7,120.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,32.0,100.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,25.7,100.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,130.0,130.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,21.0,300.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,44.95,503.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,19.95,104.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,44.95,89.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,39.0,1000.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,19.5,500.0,mL,E-commerce
H11-Odor neutralizing spray,Odor eliminator,Home,Households,49.0,41.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,49.9,150.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,59.99,120.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,37.95,1500.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,119.0,3780.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,109.0,3780.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,59.99,120.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,159.86,946.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,31.9,1000.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,27.95,3000.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,14.0,1000.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,58.95,1000.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,119.0,3780.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,37.5,100.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,129.0,3780.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,79.95,1890.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,100.0,300.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,65.05,100.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,33.75,1500.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,119.0,3780.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,49.95,946.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,200.99,620.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,232.79,80.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,159.86,30.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,59.99,120.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,85.39,100.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,99.06,473.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,129.76,946.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,79.99,200.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,78.1,946.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,99.43,500.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,29.95,296.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,32.7,120.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,9.9,120.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,25.1,120.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,263.95,500.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,317.95,500.0,mL,E-commerce
H5-Wax and floor polish,Floor polish,Home,Households,185.95,120.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,33.75,1500.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,142.95,946.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,79.95,946.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,39.75,946.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,90.39,1000.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,86.0,250.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,37.95,500.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,69.99,100.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,94.02,1000.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,126.85,946.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,29.95,296.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,19.95,1500.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,79.95,946.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,39.95,497.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,99.0,296.0,mL,E-commerce
H5-Marble cleaner,Marble floor cleaner,Home,Households,197.95,100.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,40.03,600.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,61.99,100.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,55.9,100.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,18.87,300.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,9.0,300.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,49.99,125.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,49.95,355.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,61.99,208.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,108.0,473.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,91.93,473.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,32.7,120.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,39.95,900.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,24.85,60.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,17.0,300.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,20.0,300.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,159.0,1892.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,25.0,600.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,99.0,1060.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,84.95,237.0,mL,E-commerce
H6-Wood polish for furniture,Furniture polish,Home,Households,89.0,237.0,mL,E-commerce
H6-Leather cleaner,Leather and vinyl cleaner,Home,Households,141.75,473.0,mL,E-commerce
H6-Leather cleaner,Leather and vinyl cleaner,Home,Households,55.0,473.0,mL,E-commerce
H6-Leather cleaner,Leather and vinyl cleaner,Home,Households,49.95,473.0,mL,E-commerce
H6-Leather cleaner,Leather and vinyl cleaner,Home,Households,42.75,500.0,mL,E-commerce
H6-Leather cleaner,Leather and vinyl cleaner,Home,Households,44.95,473.0,mL,E-commerce
H6-Leather cleaner,Leather and vinyl cleaner,Home,Households,86.75,473.0,mL,E-commerce
H6-Leather cleaner,Leather and vinyl cleaner,Home,Households,39.0,499.0,mL,E-commerce
H6-Leather cleaner,Leather and vinyl cleaner,Home,Households,44.75,355.0,mL,E-commerce
H6-Leather cleaner,Leather and vinyl cleaner,Home,Households,74.0,532.0,mL,E-commerce
H6-Leather cleaner,Leather and vinyl cleaner,Home,Households,89.57,236.0,mL,E-commerce
H6-Leather cleaner,Leather and vinyl cleaner,Home,Households,35.0,500.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,24.84,2000.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,143.0,1893.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,192.0,1470.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,38.95,3000.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,55.0,1000.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,58.98,1500.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,26.95,650.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,165.65,20000.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,9.3,1000.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,99.0,1500.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,19.7,1000.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,59.0,1500.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,40.0,4000.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,89.0,1500.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,39.5,1000.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,28.5,1000.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,99.0,1500.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,43.95,500.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,43.95,400.0,mL,E-commerce
H7-Carpet shampoo,Carpet shampoo,Home,Households,39.0,1000.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,295.7,2130.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,49.9,200.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,124.43,947.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,138.16,946.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,29.95,473.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,89.0,1000.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,131.19,946.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,36.23,472.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,32.95,511.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,87.65,538.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,41.7,200.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,65.0,400.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,43.95,500.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,32.95,511.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,89.0,1000.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,46.7,400.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,38.8,650.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,61.95,500.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,53.0,473.0,mL,E-commerce
H7-Spot remover for carpets,Stain remover,Home,Households,89.0,700.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,140.66,500.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,125.0,325.0,mL,E-commerce
H11-Aerosol air freshener,Air freshener,Home,Households,164.47,120.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,171.79,100.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,388.0,375.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,111.46,236.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,113.9,120.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,236.2,237.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,258.71,237.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,86.17,207.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,99.0,500.0,mL,E-commerce
H7-Fabric freshener for furnitures,Fabric refresher,Home,Households,28.0,250.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,36.95,800.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,10.95,250.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,59.41,5000.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,22.0,500.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,18.0,1500.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,35.0,3000.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,127.0,800.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,11.95,3000.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,82.25,2000.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,6.88,3780.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,24.95,4500.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,15.95,500.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,25.55,480.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,19.95,650.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,23.95,500.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,15.95,3000.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,10.95,450.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,17.1,1000.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,10.5,1500.0,mL,E-commerce
H8-Surface disinfectant spray,Disinfectant and cleaner,Home,Households,16.0,3000.0,mL,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,24.25,35.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,70.81,80.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,95.95,300.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,69.95,200.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,45.0,36.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,77.51,1920.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,49.58,50.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,21.84,100.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,110.0,96.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,39.95,35.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,24.9,125.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,35.0,35.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,19.95,120.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,35.0,100.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,14.0,100.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,15.95,180.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,35.45,36.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,16.0,50.0,units,E-commerce
H8-Disinfectant wipes,Cleaning wet wipes,Home,Households,75.0,20.0,units,E-commerce
